Response ID,How likely is that you will work for one employer for 3 years or more ?,Which of the below Employers would you work with.,What type of Manager would you work without looking into your watch ?,Which of the following setup you would like to work ?,How likely is that you will work for one employer for 7 years or more ?
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,No way
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,No way,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team",No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,Will work for 3 years or more,Employers who appreciates learning but doesn't enables an learning environment,Manager who sets targets and expects me to achieve it,"Work with 2 to 3 people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,Will work for 7 years or more
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who clearly describes what she/he needs,"Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",Will work for 7 years or more
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work alone,Will work for 7 years or more
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets targets and expects me to achieve it,Work with more than 10 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,Will work for 7 years or more
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who clearly describes what she/he needs,Work alone,Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who clearly describes what she/he needs,"Work alone, Work with 2 to 3 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",No way
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,No way
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team",No way
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,Manager who clearly describes what she/he needs,Work with 5 to 6 people in my team,Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,No way
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,No way,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 7 to 10 or more people in my team",No way
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",Will work for 7 years or more
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,Manager who sets targets and expects me to achieve it,Work with 2 to 3 people in my team,Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team",No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who pushes your limits and doesn't enables learning environment and never rewards you,Manager who clearly describes what she/he needs,Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 7 to 10 or more people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,Will work for 7 years or more
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets goal and helps me achieve it,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,No way,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",No way
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,Manager who sets goal and helps me achieve it,"Work alone, Work with 2 to 3 people in my team",No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 7 to 10 or more people in my team,No way
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,Manager who sets goal and helps me achieve it,Work with more than 10 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work alone,No way
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,Manager who sets goal and helps me achieve it,Work with more than 10 people in my team,Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",Will work for 7 years or more
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 2 to 3 people in my team, Work with 5 to 6 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who pushes your limits and doesn't enables learning environment and never rewards you,Manager who sets goal and helps me achieve it,"Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",No way
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets unrealistic targets,Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who clearly describes what she/he needs,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",No way
#NAME?,No way,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,Manager who clearly describes what she/he needs,"Work alone, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,Manager who sets goal and helps me achieve it,"Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team",No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,Manager who sets targets and expects me to achieve it,Work with more than 10 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it","Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,No way,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,"Work alone, Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",No way
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who clearly describes what she/he needs,"Work alone, Work with 2 to 3 people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who rewards learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 2 to 3 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team","This will be hard to do, but if it is the right company I would try"
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,Work with more than 10 people in my team,Will work for 7 years or more
#NAME?,No way,Employer who pushes your limits and doesn't enables learning environment and never rewards you,Manager who sets goal and helps me achieve it,"Work with 5 to 6 people in my team, Work with more than 10 people in my team",No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,No way
#NAME?,"This will be hard to do, but if it is the right company I would try","Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with more than 10 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets targets and expects me to achieve it,Work with more than 10 people in my team,Will work for 7 years or more
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who sets goal and helps me achieve it,Work with 7 to 10 or more people in my team,Will work for 7 years or more
#NAME?,Will work for 3 years or more,Employer who pushes your limits and doesn't enables learning environment and never rewards you,Manager who sets targets and expects me to achieve it,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team",Will work for 7 years or more
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 7 to 10 or more people in my team,Will work for 7 years or more
#NAME?,"This will be hard to do, but if it is the right company I would try",Employer who appreciates learning and enables that environment,"Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,Will work for 3 years or more,Employer who appreciates learning and enables that environment,Manager who clearly describes what she/he needs,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",Will work for 7 years or more
#NAME?,Will work for 3 years or more,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end","Manager who explains what is expected, sets a goal and helps achieve it",Work with 5 to 6 people in my team,"This will be hard to do, but if it is the right company I would try"
#NAME?,No way,"Employer who pushes your limits by enabling an learning environment, and rewards you at the end",Manager who sets goal and helps me achieve it,Work with 5 to 6 people in my team,No way
